psnr_rgb,ssim_rgb,mse_rgb,entropy_gray,contrast_gray,sharpness_gray
28.725555240770454,0.27709942111296776,87.2016769475015,7.513784000487036,61.42465732448966,5049.231002117922
29.178484439398183,0.3075841874982541,78.56550690639818,7.281461653989619,59.69520028503015,4428.47236635066
28.78997368819174,0.22746572682873764,85.91776914573443,7.660928060190754,59.86329242459398,6159.557868397168
29.481509301542268,0.24487070618350085,73.27054648452518,7.301664406095671,74.16048551546474,4851.957548886998
28.56262894096304,0.30001230706463633,90.53520030221542,7.6806125845521445,54.40167068804269,4963.095568727282
28.63572278312883,0.4148806436025594,89.02420059458969,7.6960457943403355,54.59303473691448,5155.965177582311
29.07274495656359,0.19727123773849545,80.50185079292945,7.594875201948305,55.37061678445111,9182.410945326452
28.819984772030164,0.3155244419091139,85.32609761803687,7.461263699863834,49.559664433731804,4694.562571678566
28.84745833170443,0.19890448285503884,84.78802666001475,7.6075898450419155,49.43189495669762,9074.737308721373
28.472569829066877,0.19191699922746497,92.43221874186247,7.047201292234164,32.91137539137241,9604.220486473547
28.777878800878952,0.26774996741126994,86.1573793955191,7.721706212730039,62.19101667604073,5464.568295420865
29.108666540858493,0.3283604996373469,79.83874595675007,7.650051672013651,70.04254121024246,4813.899573736294
28.49564123310724,0.29566819468997035,91.94248499460002,7.407588384775888,41.53153255777989,5180.70438576317
28.33494487354972,0.2822741622296438,95.4082375921419,7.3881869991669635,42.882321161848544,4978.320323571864
28.116048680636958,0.2938606917764774,100.3403225602845,7.284972288603003,37.98852458728208,4874.163766017586
28.4471725304204,0.33527392786321175,92.97434079732788,7.787554069151831,62.336755504206856,4876.573739170057
28.539311333373767,0.31857482086323086,91.02259808229674,7.780545918955566,60.88986773062456,4676.1426492924365
29.65384225572268,0.22900462819145723,70.42001857592166,6.926282569316252,67.39712245091768,4770.8116424484515
28.593747171580244,0.2915339489259758,89.8888126256101,7.591684441545995,66.06997289645474,4955.564889983996
28.8105127003883,0.23756238645491537,85.51239906852386,7.730632246093567,61.12633858618636,6186.330698420689
28.736011943117838,0.26221182474289517,86.99197013400637,7.310489944342445,43.735609330820616,5665.503319008398
28.53571502872436,0.3679288147553327,91.09800326878393,7.75490478454388,58.21653593926485,4811.068375524737
28.388877486110353,0.32621203738407345,94.23074229626124,7.6338699589791865,58.4051971258157,4671.134136350689
28.356099188551994,0.18072512605645916,94.94463778907017,7.574180368525615,48.236409558912335,9934.18141984012
28.2955093173997,0.31708846899063015,96.27852520485715,7.461445799880926,46.680909770841716,4638.5647452289695
28.579165331995455,0.2327013248173466,90.19112988690082,7.648574937056947,52.001312332525,7724.89072750424
